spine,show,year,archiveID,episode,why
1974-zwei-jahre-ferien-2024,1974. Zwei Jahre Ferien,2024,1974.-zwei-jahre-ferien-teil-1-die-flaschenpost,1974. Zwei Jahre Ferien - Teil 1 - Die Flaschenpost,"2024, modern television, no licence claimed"
1974-zwei-jahre-ferien-2024,1974. Zwei Jahre Ferien,2024,1974.-zwei-jahre-ferien-teil-2-die-meuterei,1974. Zwei Jahre Ferien - Teil 2 - Die Meuterei,"2024, modern television, no licence claimed"
1974-zwei-jahre-ferien-2024,1974. Zwei Jahre Ferien,2024,1974.-zwei-jahre-ferien-teil-3-eine-kuste-ohne-namen,1974. Zwei Jahre Ferien - Teil 3 - Eine Küste ohne Namen,"2024, modern television, no licence claimed"
1974-zwei-jahre-ferien-2024,1974. Zwei Jahre Ferien,2024,1974.-zwei-jahre-ferien-teil-4-die-vergessene-insel,1974. Zwei Jahre Ferien - Teil 4 - Die vergessene Insel,"2024, modern television, no licence claimed"
2-on-the-town-1985,2 on the Town,1985,2-on-the-town-garrison-keillor-1985,"2 On The Town - Melody Rogers, Bob Chandler","1985, modern television, no licence claimed"
2-stupid-dogs-1993,2 Stupid Dogs,1993,2-stupid-dogs-season-1,Vegas Buffet,"1993, modern television, no licence claimed"
227-1985,227,1985,227-s-4-e-23-jackee-most-convert-video-online.com,Jackee,"1985, modern television, no licence claimed"
240-robert-1979,240-Robert,1979,240-robert,The Apology,"1979, modern television, no licence claimed"
3-2-1-contact-1980,3-2-1 Contact,1980,3-2-1-contact-season-2-survival-protection-episode-3-1983,Noisy/Quiet: How People & Animals Use Sound,"1980, modern television, no licence claimed"
3-2-1-contact-1980,3-2-1 Contact,1980,3-2-1-contact-season-2-survival-energy-episode-4-1983,Noisy/Quiet: Music,"1980, modern television, no licence claimed"
3-2-1-contact-1980,3-2-1 Contact,1980,3-2-1-contact-season-6-episode-5-japan-judo-and-computers,Noisy/Quiet: Range of Vibration,"1980, modern television, no licence claimed"
3-2-1-contact-1980,3-2-1 Contact,1980,3-2-1-contact-episode-502-signals-talking-birds-talking-rooms-september-23-1986,"3-2-1 Contact - episode 502: Signals: Talking Birds, Talking Rooms","1980, modern television, no licence claimed"
3-2-1-contact-1980,3-2-1 Contact,1980,3-2-1-contact-5-episodes-from-season-5,3-2-1 Contact - 5 episodes from Season #5,"1980, modern television, no licence claimed"
3-2-1-contact-1980,3-2-1 Contact,1980,3-2-1-contact-space-and-measurement-10-episodes-from-season-3-1984,Noisy/Quiet: How People & Animals Use Sound,"1980, modern television, no licence claimed"
a-league-of-their-own-1993,A League of Their Own,1993,league-of-their-own-1993-series,Drinking Problems,"1993, modern television, no licence claimed"
a-league-of-their-own-1993,A League of Their Own,1993,a-league-of-their-own-1993-tv-series,A League Of Their Own 1993 TV series,"1993, modern television, no licence claimed"
after-the-verdict-2022,After the Verdict,2022,after-the-verdict-1x-04-episode-4,Episode 4,"2022, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-1x-e-1-31-january-1984_202210,Episode 1,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-1x-e-2-7-february-1984,Episode 2,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-1x-e-3-14-february-1984,Episode 3,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-1x-e-4-21-february-1984-alt-version,Episode 4,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-1x-e-4-21-february-1984,Episode 4,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-1x-e-5-28-february-1984,Episode 5,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-1x-e-6-6-march-1984,Episode 6,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-2x-e-1-31-october-1985,An American Armchair In London,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-2x-e-2-7-november-1985,Inflatable Cactus,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-2x-e-3-14-november-1985,George Best: An Apology,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-2x-e-5-28-november-1985,West Side Story,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-2x-e-6-5-december-1985,Lucky George,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-3x-e-1-18-september-1986,Gas Readers,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-4x-e-2-22-october-1987,Episode 2,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-4x-e-3-29-october-1987,Episode 3,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-4x-e-4-5-november-1987,Episode 4,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-4x-e-5-12-november-1987,Episode 5,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-4x-e-6-19-november-1987,Episode 6,"1984, modern television, no licence claimed"
alas-smith-and-jones-1984,Alas Smith and Jones,1984,alas-smith-and-jones-s-4x-e-7-26-november-1987,Episode 7,"1984, modern television, no licence claimed"
alf-1986,ALF,2026,strangers-in-the-night-alf-original-broadcast-full-episode-s-1-ep-2,Strangers In The Night ALF Original Broadcast FULL Episode S 1 Ep 2,"2026, modern television, no licence claimed"
alf-1986,ALF,2026,looking-for-lucky-alf-original-broadcast-full-episode-s-1-ep-3,Looking For Lucky ALF Original Broadcast FULL Episode S 1 Ep 3,"2026, modern television, no licence claimed"
alf-1986,ALF,2026,on-the-road-again-alf-original-broadcast-full-episode-s-1-ep-11,On The Road Again ALF Original Broadcast FULL Episode S 1 Ep 11,"2026, modern television, no licence claimed"
alf-1986,ALF,2026,try-to-remember-restoration,ALF S01E16E17 - Try To Remember (Original cut restoration),"2026, modern television, no licence claimed"
alf-1986,ALF,2026,try-to-remember-part-1-part-2-alf-full-episode-s-1-ep-16-ep-17,Try To Remember Part 1 & Part 2 ALF FULL Episode S 1 Ep 16 & Ep 17,"2026, modern television, no licence claimed"
alf-1986,ALF,2026,ALF-The-Complete-Series,ALF The Complete Series,"2026, modern television, no licence claimed"
alf-1986,ALF,2026,alf-1987-uk-vhs,Alf (1987 UK VHS),"2026, modern television, no licence claimed"
alive-from-off-center-1985,Alive From Off Center,1985,alive-from-off-center-ann-magnuson-1988,Alive From Off Center - Ann Magnuson,"1985, modern television, no licence claimed"
alive-from-off-center-1985,Alive From Off Center,1985,alive-from-off-center-episode-1985,"Alive From Off Center, episode 1985","1985, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
alive-from-off-center-1985,Alive From Off Center,1985,alive-from-off-center-episode-1991,"Alive From Off Center, episode 1991","1985, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
alive-from-off-center-1985,Alive From Off Center,1985,alive-from-off-center-my-dinner-with-the-devil-snake,Alive from Off Center - My Dinner with the Devil Snake [and more],"1985, modern television, no licence claimed"
all-creatures-great-and-small-1978,All Creatures Great and Small,1978,all-creatures-great-and-small-series-3_202303,All Creatures Great and Small,"1978, modern television, no licence claimed"
all-creatures-great-and-small-1978,All Creatures Great and Small,1978,all-creatures-great-and-small-series-4,The Healing Touch,"1978, modern television, no licence claimed"
all-creatures-great-and-small-1978,All Creatures Great and Small,1978,all-creatures-great-and-small-series-5,A New Chapter,"1978, modern television, no licence claimed"
all-creatures-great-and-small-1978,All Creatures Great and Small,1978,all-creatures-great-and-small-series-6,Here And There,"1978, modern television, no licence claimed"
all-creatures-great-and-small-1978,All Creatures Great and Small,1978,all-creatures-great-and-small-series-7,All Creatures Great and Small,"1978, modern television, no licence claimed"
amen-1986,Amen,1986,amen-season-1,"Yes Sir, That's Your Baby","1986, modern television, no licence claimed"
amen-1986,Amen,1986,amen-season-2,Thelma's Birthday,"1986, modern television, no licence claimed"
amen-1986,Amen,1986,amen-season-3,The Psychic: Part 1,"1986, modern television, no licence claimed"
amen-1986,Amen,1986,amen-season-4,Don't Rain on My Shower,"1986, modern television, no licence claimed"
amen-1986,Amen,1986,amen-season-5,Miracle on 134th Street: Part 2,"1986, modern television, no licence claimed"
amen-1986,Amen,1986,amen-1.01,"Amen - Anna Maria Horsford, Clifton Davis, Sherman Hemsley","1986, modern television, no licence claimed"
american-experience-1988,American Experience,1988,the-american-experience-hearts-and-hands-s-1-e-12,Hearts and Hands,"1988, modern television, no licence claimed"
american-experience-1988,American Experience,1988,american-experience-s-05-e-03-the-donner-party-october-28-1992,The Donner Party,"1988, modern television, no licence claimed"
american-experience-1988,American Experience,1988,american-experience-s-11-e-01-02-winter-spirit-of-the-age-spring-change-is-in-th,America 1900: Spirit of the Age,"1988, modern television, no licence claimed"
american-experience-1988,American Experience,1988,american-experience-s-11-e-03-hoover-dam-january-18-1999,America 1900: A Great Civilized Power,"1988, modern television, no licence claimed"
american-experience-1988,American Experience,1988,american-experience-the-battle-over-citizen-kane,American Experience The Battle Over Citizen Kane,"1988, modern television, no licence claimed"
american-experience-1988,American Experience,1988,american-experience-the-crash-of-1929-2009,American Experience — The Crash Of 1929,"1988, modern television, no licence claimed"
american-experience-1988,American Experience,1988,american-experience-radio-bikini-1988,American Experience: Radio Bikini,"1988, modern television, no licence claimed"
american-experience-1988,American Experience,1988,coney-island-american-experience-1990,Coney Island / Little Fugitive,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc/4.0/ does not rescue it"
american-experience-1988,American Experience,1988,captured-file-265,Opening And Closing To The American Experience: Amelia Earhart: The Price Of Courage 1995 Descriptive Video Service VHS,"1988, modern television, no licence claimed"
american-experience-1988,American Experience,1988,the-american-experience-meltdown-at-three-milse-island,The American Experience: Meltdown At Three Mile Island,"1988, modern television, no licence claimed"
angie-1979,Angie,1979,angieseason1,The Check Up,"1979, modern television, no licence claimed"
angie-1979,Angie,1979,angieseason2,Theresa's Gigolo,"1979, modern television, no licence claimed"
angie-1979,Angie,1979,the-chase-uk-s5-e100,The Chase : Liz/Lisa/Richard/Angie,"1979, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1990,Antena 3 Noticias (1990),"1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1999-06-10,"Antena 3 Noticias - 10 de junio, 1999","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1993-12-13,"Antena 3 Noticias - 13 de diciembre, 1993","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1994-01-13,"Antena 3 Noticias - 13 de enero, 1994","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1991-02-14,"Antena 3 Noticias - 14 de febrero, 1991","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-antena-3-noticias-1996-11-14,"Antena 3 Noticias - 14 de noviembre, 1996","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1995-03-16,"Antena 3 Noticias - 16 de marzo, 1995","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1999-10-18,"Antena 3 Noticias - 18 de octubre, 1999","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1994-04-19,"Antena 3 Noticias - 19 de abril, 1994","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1991-12-02,"Antena 3 Noticias - 2 de diciembre, 1991","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1999-10-20,"Antena 3 Noticias - 20 de octubre, 1999","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1998-03-03,"Antena 3 Noticias - 3 de marzo, 1998","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noche-1996-10-03,"Antena 3 Noticias - 3 de octubre, 1996","1990, modern television, no licence claimed"
antena-3-noticias-1990,Antena 3 Noticias,1990,antena-3-noticias-1996-02-06,"Antena 3 Noticias - 6 de febrero, 1996","1990, modern television, no licence claimed"
around-the-world-in-80-days-2021,Around the World in 80 Days,2021,1989.-around-the-world-in-80-days-part-1,Episode 1,"2021, modern television, no licence claimed"
around-the-world-in-80-days-2021,Around the World in 80 Days,2021,1989.-around-the-world-in-80-days-part-2,Episode 2,"2021, modern television, no licence claimed"
around-the-world-in-80-days-2021,Around the World in 80 Days,2021,1989.-around-the-world-in-80-days-part-3,Episode 3,"2021, modern television, no licence claimed"
around-the-world-in-80-days-2021,Around the World in 80 Days,2021,1981.-the-fonz-and-the-happy-days-gang-s-02-e-09-around-the-world-in-80-ways,1981. The Fonz and the Happy Days Gang - S02E09 - Around the World in 80 Ways,"2021, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,DeutschPlusIIEp1Of11997,BBC - Deutsch Plus I & II,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,mexico-vivo-ep-2-of-5-indian-dance,BBC - Mexico Vivo,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,ItalianissimoEp2InFamigliaEFraAmici,BBC - Italianissimo I & II,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,bbc-hindi-urdu-bol-chaal-ep-02-of-10-1989,BBC - Hindi Urdu Bol Chaal,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,speaking-our-language-ep-08-telling-the-time,BBC - Speaking Our Language,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,FrenchExperience2Ep10,BBC - French Experience I & II,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,Suenos2AC1aUnit1Track1...,BBC - Suenos I & II,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,RussianLanguageAndPeopleEp15SchoolChildren,BBC - Russian Language And People,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,bbc-using-a-nonce-to-sell-the-tv-licence,BBC - Buy a TV License by Jimmy Savile,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,bbc-spanish-espana-viva-10,BBC - España Viva,"1994, modern television, no licence claimed"
at-the-bbc-1994,At the BBC,1994,bbc-talk-spanish-vc-1a,BBC - Talk Spanish,"1994, modern television, no licence claimed"
baby-talk-1991,Baby Talk,1991,baby-talk-episode-2,Star is Newborn,"1991, modern television, no licence claimed"
baby-talk-1991,Baby Talk,1991,BabyTalkYourLossIsMyGainS2E2,Your Loss is My Gain,"1991, modern television, no licence claimed"
baby-talk-1991,Baby Talk,1991,BabyTalkSecurityS2E3,Security,"1991, modern television, no licence claimed"
bbc-archive-2016,BBC Archive,2016,twitter-956176772671950848,"BBC Archive - #OTD 1971: ""The general public won't be hyped very easily."" Frank Zappa, Muff Winwood and John Peel, among others, discussed the world of pop promotion.","2016, modern television, no licence claimed"
bbc-archive-2016,BBC Archive,2016,twitter-1093839214221905920,"BBC Archive - #OnThisDay 1971: ""I can't remember how many letters there were in the words"" A Frank Zappa concert at the Royal Albert Hall was cancelled because... we're still not sure, really.","2016, modern television, no licence claimed"
bbc-archive-2016,BBC Archive,2016,twitter-696675827107233792,"BBC Archive - #OnThisDay 1971: A Frank Zappa concert at the Royal Albert Hall is cancelled because... we're not sure, really","2016, modern television, no licence claimed"
bbc-crusades-with-terry-jones-1995,BBC Crusades with Terry Jones,1995,bbc.-crusades.with.-terry.-jones.-4of-4.-destruction.-xvi-d.-ac-3.-mvgroup.org,"BBC Crusades with Terry Jones ""Destruction""","1995, modern television, no licence claimed"
bbc-crusades-with-terry-jones-1995,BBC Crusades with Terry Jones,1995,bbc.-crusades.with.-terry.-jones.-2of-4.-jerusalem.-xvi-d.-ac-3.-mvgroup.org,"BBC Crusades with Terry Jones ""Jerusalem""","1995, modern television, no licence claimed"
bbc-crusades-with-terry-jones-1995,BBC Crusades with Terry Jones,1995,bbc.-crusades.with.-terry.-jones.-3of-4.-jihad.-xvi-d.-ac-3.-mvgroup.org,"BBC Crusades with Terry Jones ""Jihad""","1995, modern television, no licence claimed"
bbc-crusades-with-terry-jones-1995,BBC Crusades with Terry Jones,1995,bbc.-crusades.with.-terry.-jones.-1of-4.-pilgrims.in.-arms.-xvi-d.-ac-3.-mvgroup.org,"BBC Crusades with Terry Jones ""Pilgrims in Arms""","1995, modern television, no licence claimed"
bear-in-the-big-blue-house-1997,Bear in the Big Blue House,1997,mouseparty_202001,Mouse Party,"1997, modern television, no licence claimed"
bear-in-the-big-blue-house-1997,Bear in the Big Blue House,1997,Dragnet_-_4x08_The_Big_Bar,The Big Bar,"1997, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
benson-1979,Benson,1979,benson-complete-tv-series-ctv,All Shook Up,"1979, modern television, no licence claimed"
benson-1979,Benson,1979,benson-s-01,Benson - Season 1,"1979, modern television, no licence claimed"
benson-1979,Benson,1979,benson-s-02,Benson - Season 2,"1979, modern television, no licence claimed"
benson-1979,Benson,1979,benson-s-03,Benson - Season 3,"1979, modern television, no licence claimed"
benson-1979,Benson,1979,benson-s-04,Benson - Season 4,"1979, modern television, no licence claimed"
benson-1979,Benson,1979,benson-s-05,Benson - Season 5,"1979, modern television, no licence claimed"
benson-1979,Benson,1979,benson-s-06,Benson - Season 6,"1979, modern television, no licence claimed"
benson-1979,Benson,1979,benson-s-07,Benson - Season 7,"1979, modern television, no licence claimed"
big-break-x-good-good-2003,Big Break x Good Good,2003,el-oso-yogi-01-yogi-bears-big-break-dvbrip-latino-por-observador-y-mdx,Episode 1,"2003, modern television, no licence claimed"
big-break-x-good-good-2003,Big Break x Good Good,2003,Dragnet_TheBigBreak,The Big Break,"2003, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
big-guy-and-rusty-the-boy-robot-1999,Big Guy and Rusty the Boy Robot,1999,TheBigBoys,The Big Boy,"1999, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bill-nye-the-science-guy-s-01-e-01-flight_202503,Flight,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bell-science-series-our-mr.-sun-1956-complete,Bell Science Series Our Mr. Sun 1956,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bell-science-series-the-story-of-the-senses-1956,Bell Science Series The Story Of The Senses,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bell-science-series-the-strange-case-of-the-cosmic-rays-1957,Bell Science Series The Strange Case Of The Cosmic Rays,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bn-animal,Bill Nye The Science Guy: Animal Locomotion,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bnsg-chemical-reactions,Bill Nye The Science Guy: Chemical Reactions,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bill-nye-earth-s-crust,Bill Nye The Science Guy: Earth's Crust,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bn-seasons,Bill Nye The Science Guy: Earth's Seasons,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bnsg-life-cycles,Bill Nye The Science Guy: Life Cycles,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bn-light-optics,Bill Nye The Science Guy: Light Optics,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bn-marine,Bill Nye The Science Guy: Marine Mammals,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bn-ocean-exp,Bill Nye The Science Guy: Ocean Exploration,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bnsg-phases-of-matter,Bill Nye The Science Guy: Phases Of Matter,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bn-pollution,Bill Nye The Science Guy: Pollution Solutions,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,bill-nye-moon,Bill Nye The Science Guy: The Moon,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,FoodWebClassroomEditionDVD,Bill Nye the Science Guy: Food Web,"1993, modern television, no licence claimed"
bill-nye-the-science-guy-1993,Bill Nye: The Science Guy,1993,SimpleMachinesVHS,Bill Nye the Science Guy: Simple Machines,"1993, modern television, no licence claimed"
bill-ted-s-excellent-adventures-1990,Bill & Ted's Excellent Adventures,1990,bill-teds-excellent-adventures-s01e11,Never the Twain Shall Meet,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-bagful-of-christmas-cheer-1986,Bob Hope's Bagful Of Christmas Cheer - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-birthday-spectacular-in-paris-1989,Bob Hope's Birthday Spectacular In Paris - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-christmas-cheer-from-saudi-arabia-1991,Bob Hope's Christmas Cheer From Saudi Arabia - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-christmas-show-from-hawaii-1989,Bob Hope's Christmas Show From Hawaii - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-cross-country-xmas-show-1991,Bob Hope's Cross Country Xmas Show - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-high-flying-birthday-1986,Bob Hope's High-Flying Birthday - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-jolly-christmas-show-1989,Bob Hope's Jolly Christmas Show - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-love-affair-with-lucy-1989,Bob Hope's Love Affair With Lucy - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-spring-fling-from-acapulco-1990_202205,Bob Hope's Spring Fling From Acapulco - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-yellow-ribbon-party-1991,Bob Hope's Yellow Ribbon Party - Bob Hope,"1990, modern television, no licence claimed"
bob-vila-s-home-again-1990,Bob Vila's Home Again,1990,bob-hopes-young-comedians-making-america-laugh-1994,Bob Hope's Young Comedians Making America Laugh - Bob Hope,"1990, modern television, no licence claimed"
bosom-buddies-1980,Bosom Buddies,1980,bosom-buddies-complete,Only the Lonely,"1980, modern television, no licence claimed"
bosom-buddies-1980,Bosom Buddies,1980,bosom-buddies_202601,Reunion,"1980, modern television, no licence claimed"
brand-new-life-1989,Brand New Life,1989,brand-new-life.s-01e-01.above-and-beyond-therapy.vhsrip,Beyond Therapy,"1989, modern television, no licence claimed"
brand-new-life-1989,Brand New Life,1989,brand-new-life.s-01e-02.i-fought-the-law.vhsrip,I Fought the Law,"1989, modern television, no licence claimed"
brand-new-life-1989,Brand New Life,1989,brand-new-life.s-01e-03.private-school.vhsrip,I Fought the Law,"1989, modern television, no licence claimed"
brand-new-life-1989,Brand New Life,1989,brand-new-life.s-01e-04.children-of-a-legal-mom.vhsrip,Private School,"1989, modern television, no licence claimed"
brand-new-life-1989,Brand New Life,1989,brand-new-life.s-01e-05.even-housekeepers-sing-the-blues.vhsrip,Children of a Legal Mom,"1989, modern television, no licence claimed"
brand-new-life-1989,Brand New Life,1989,brand-new-life-honeymooners,Brand New Life,"1989, modern television, no licence claimed"
brigada-siete-1995,Brigada Siete,1995,brigada-siete-batas-obala-june-1995,Brigada Siete - Batas O' Bala? - June 1995,"1995, modern television, no licence claimed"
brigada-siete-1995,Brigada Siete,1995,BrigadaSiete02071998,"Brigada Siete - Cebu Pacific Flight 387 - February 07, 1998","1995, modern television, no licence claimed"
brigada-siete-1995,Brigada Siete,1995,BrigadaSieteOzoneDiscoTragedy,Brigada Siete - Ozone Disco Tragedy,"1995, modern television, no licence claimed"
brigada-siete-1995,Brigada Siete,1995,brigadasiete06251995,Brigada Siete - Vizconde Massacre: Crime of the Century,"1995, modern television, no licence claimed"
brilliant-heritage-2020,Brilliant Heritage,2020,heritage-civilization-and-the-jews-1984-11-12,"Heritage: Civilization and the Jews November 12, 1984","2020, modern television, no licence claimed"
brilliant-heritage-2020,Brilliant Heritage,2020,heritage-civilization-and-the-jews-1984-11-19,"Heritage: Civilization and the Jews November 19, 1984","2020, modern television, no licence claimed"
brilliant-heritage-2020,Brilliant Heritage,2020,heritage-civilization-and-the-jews-1984-11-26,"Heritage: Civilization and the Jews November 26, 1984","2020, modern television, no licence claimed"
brilliant-heritage-2020,Brilliant Heritage,2020,heritage-civilization-and-the-jews-1984-11-05,"Heritage: Civilization and the Jews November 5, 1984","2020, modern television, no licence claimed"
brilliant-heritage-2020,Brilliant Heritage,2020,heritage-civilization-and-the-jews-1984-10-15,"Heritage: Civilization and the Jews October 15, 1984","2020, modern television, no licence claimed"
brilliant-heritage-2020,Brilliant Heritage,2020,heritage-civilization-and-the-jews-1984-10-22,"Heritage: Civilization and the Jews October 22, 1984","2020, modern television, no licence claimed"
brilliant-heritage-2020,Brilliant Heritage,2020,heritage-civilization-and-the-jews-1984-10-29,"Heritage: Civilization and the Jews October 29, 1984","2020, modern television, no licence claimed"
brilliant-heritage-2020,Brilliant Heritage,2020,heritage-civilization-and-the-jews-1984-10-08,"Heritage: Civilization and the Jews October 8, 1984","2020, modern television, no licence claimed"
cagney-lacey-1982,Cagney & Lacey,1982,cagney-lacey-s-01,You Call This Plain Clothes?,"1982, modern television, no licence claimed"
cagney-lacey-1982,Cagney & Lacey,1982,cagney-and-lacey-season-2,Affirmative Action,"1982, modern television, no licence claimed"
cagney-lacey-1982,Cagney & Lacey,1982,cagney-lacey-s-04,Happily Ever After,"1982, modern television, no licence claimed"
caillou-1998,Caillou,1998,CTVSeriesAMZN19972010,Caillou Hates Vegetables,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,Aiwah3EiWaice4eem2Oh,Caillou FRANÇAIS - Recette amusante | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
