spine,show,year,archiveID,episode,why
shades-of-la-1990,Shades of L.A,1990,shades-of-la-03,Cooper's Coroner,"1990, modern television, no licence claimed"
shades-of-la-1990,Shades of L.A,1990,shades-of-la-05,Big Brother Is Watching,"1990, modern television, no licence claimed"
shades-of-la-1990,Shades of L.A,1990,shades-of-la-06,Pointers From Paz,"1990, modern television, no licence claimed"
shades-of-la-1990,Shades of L.A,1990,shades-of-la-09,Some Like It Cold,"1990, modern television, no licence claimed"
shades-of-la-1990,Shades of L.A,1990,shades-of-la-11,Dead Dogs Tell No Tales,"1990, modern television, no licence claimed"
shades-of-la-1990,Shades of L.A,1990,shades-of-la-13,Last Laugh,"1990, modern television, no licence claimed"
shades-of-la-1990,Shades of L.A,1990,shades-of-la-14,Burial Ground,"1990, modern television, no licence claimed"
shades-of-la-1990,Shades of L.A,1990,shades-of-la-16,Til Death Do Us Part,"1990, modern television, no licence claimed"
shaping-up-1984,Shaping Up,1984,shaping-up-1984,I Should Have Danced All Night,"1984, modern television, no licence claimed"
shaping-up-1984,Shaping Up,1984,shaping-up-101-105,Shaping Up,"1984, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason5Episode1TheBeachHousePart2,第1集 - 廷亨揭穿　子君身分,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason5Episode7RickyMovesOutPart2,第7集 - 懿芳追問　卓萬緋聞,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason5Episode10TheTrianglePart1,第10集 - 卓萬求婚　作出承諾,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason5Episode13RumorsAreFlyingPart1,第13集 - 子君正式　嫁入鍾家,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason4Episode20RickySingsPart16,第20集 - 小由決定嫁往金山,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason4Episode23RickAt16Part1,第23集 - 痛失愛兒　誓要報復,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason4Episode24SecondBestPart1,第24集 - 木水誓要　搶回小由,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason5Episode1TheBeachHousePart1,Pilot,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason5Episode7RickyMovesOutPart1,The Great Computer Caper,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason5Episode10TheTrianglePart2,Father Nature,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason5Episode13RumorAreFlyingPart21,The Best Christmas Ever,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason4Episode20RickySingsPart2,The Empire Strikes Out,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason4Episode23RickAt16Part2,Silver Spoons Season 4 Episode 23 Rick At 16 Part 2,"2012, modern television, no licence claimed"
silver-spoon-sterling-shackles-2012,"Silver Spoon, Sterling Shackles",2012,SilverSpoonsSeason4Episode24SecondBestPart2,Silver Spoons Season 4 Episode 24 Second Best Part 2,"2012, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-10x-e-1-9-september-1998,The Whole Hog,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-10x-e-2-16-september-1998,The Boat People,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-10x-e-3-23-september-1998,Second Thoughts,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-10x-e-4-30-september-1998,The Waiting Room,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-5x-e-1-16-november-1989,"Smith and Jones - Series 5, Episode 1","1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-5x-e-2-23-november-1989,"Smith and Jones - Series 5, Episode 2","1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-5x-e-3-30-november-1989,"Smith and Jones - Series 5, Episode 3","1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-5x-e-4-7-december-1989,"Smith and Jones - Series 5, Episode 4","1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-6x-e-7-3-january-1991,Return to Devil's Hole,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-7x-e-3-5-november-1992,Exit from Wickenburg,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-8x-e-4-27-september-1995,Wrong Train to Brimstone,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-8x-e-5-4-october-1995,The Girl in Boxcar #3,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-9x-e-1-19-june-1997,Alias Smith and Jones,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-9x-e-2-26-june-1997,The McCreedy Bust,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-9x-e-6-24-july-1997,The Great Shell Game,"1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-10x-e-5-7-october-1998,"Smith and Jones - Series 10, Episode 5","1989, modern television, no licence claimed"
smith-jones-in-small-doses-1989,Smith & Jones in Small Doses,1989,smith-and-jones-s-10x-e-6-14-october-1998,"Smith and Jones - Series 10, Episode 6","1989, modern television, no licence claimed"
snoops-1989,Snoops,1989,snoops-1999,Rough Justice,"1989, modern television, no licence claimed"
snoops-1989,Snoops,1989,snoops-1.01,"Snoops - Paula Marshall, Gina Gershon","1989, modern television, no licence claimed"
snoops-1989,Snoops,1989,snoops-1.03,"Snoops - Tim Reid, Daphne Reid","1989, modern television, no licence claimed"
sonny-boy-2021,Sonny Boy,2021,sonny-boy-s-01-e-12-a-two-year-recess,This Salmon Chazuke Is Missing Its Salmon Nya,"2021, modern television, no licence claimed"
south-park-1997,South Park,1997,south-park-mr-hankeys-first-appearance,South Park - Mr. Hankey's First Appearance,"1997, modern television; uploader licence claim https://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
south-park-1997,South Park,1997,south-park-mutant-turkeys-are-back,South Park - Mutant Turkeys are Back!,"1997, modern television; uploader licence claim https://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
south-park-1997,South Park,1997,south-park-randy-vs.-volcano,South Park - Randy vs.Volcano,"1997, modern television; uploader licence claim https://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
south-park-1997,South Park,1997,south-park-chef-saves-eric-cartman,South Park: Chef saves Eric Cartman,"1997, modern television; uploader licence claim https://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
spider-man-1978,Spider-Man,1978,the-amazing-spider-man-1977-complete-series_202301,Spider-Man,"1978, modern television, no licence claimed"
spider-man-1978,Spider-Man,1978,Supaidman,Supaidāman,"1978, modern television; uploader licence claim http://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
stark-raving-mad-1999,Stark Raving Mad,1999,stark-raving-mad-s1-e1-pilot,Pilot,"1999, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,01stevenbanksshowrockauction,Rock And Roll Auction,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,02stevenbanksshowsidandernie,Sid And Ernie,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,03stevenbanksshowvideodating,Video Dating,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,04stevenbanksshowphonetiquette,Phonettiquette,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,05stevenbanksshowbanksforthememories,Banks For The Memories,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,06stevenbanksshowfauxclip,Faux Clip,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,07stevenbanksshowrearcloset,Rear Closet,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,08stevenbanksshowcowboywillie,Cowboy Willie,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,09stevenbanksshowsundayintheparkwithstuffy,Sunday In The Park With Stuffy,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,10stevenbanksshowdustinthewind,Dust In The Wind,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,11stevenbanksshowmynameissteven,My name is Steven,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,12stevenbanksshowmissjanieregrets,Miss Janie Regrets,"1994, modern television, no licence claimed"
steven-banks-show-1994,Steven Banks Show,1994,13stevenbanksshowthelastshow,The Last Show,"1994, modern television, no licence claimed"
sweet-valley-high-1994,Sweet Valley High,1994,sweet-valley-high-1994-tv-series-season-one,"What, Me Study?","1994, modern television, no licence claimed"
sweet-valley-high-1994,Sweet Valley High,1994,sweet-valley-high-1994-tv-series-season-two,Sam Kind of Wonderful,"1994, modern television, no licence claimed"
sweet-valley-high-1994,Sweet Valley High,1994,sweet-valley-high-1994-tv-series-third-season,Search For Liz,"1994, modern television, no licence claimed"
sweet-valley-high-1994,Sweet Valley High,1994,sweet-valley-high-1994-tv-series-season-four,The Right to Bare Midriffs,"1994, modern television, no licence claimed"
sydney-s-new-year-s-eve-1996,Sydney's New Year's Eve,1996,Jack_Benny_New_Years_Eve,New Year's Eve,"1996, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
take-five-1987,Take Five,1987,take-five-shake-rattle-and-roll,"Take Five - Shake, Rattle and Roll","1987, modern television, no licence claimed"
take-five-1987,Take Five,1987,take-five-up-against-the-great-wall,Take Five - Up Against the Great Wall,"1987, modern television, no licence claimed"
take-five-1987,Take Five,1987,take-five-voyager-the-last-picture-show,Take Five - Voyager: The Last Picture Show,"1987, modern television, no licence claimed"
tales-of-the-unexpected-1979,Tales of the Unexpected,1979,TalesOfTheUnexpectedSeries1,Tales Of The Unexpected Series 1,"1979, modern television, no licence claimed"
tales-of-the-unexpected-1979,Tales of the Unexpected,1979,TalesOfTheUnexpectedSeries2,Tales Of The Unexpected Series 2,"1979, modern television, no licence claimed"
tales-of-the-unexpected-1979,Tales of the Unexpected,1979,TalesOfTheUnexpectedSeries3,Tales Of The Unexpected Series 3,"1979, modern television, no licence claimed"
tales-of-the-unexpected-1979,Tales of the Unexpected,1979,TalesOfTheUnexpectedSeries4,Tales Of The Unexpected Series 4,"1979, modern television, no licence claimed"
tales-of-the-unexpected-1979,Tales of the Unexpected,1979,TalesOfTheUnexpectedSeries5,Tales Of The Unexpected Series 5,"1979, modern television, no licence claimed"
tales-of-the-unexpected-1979,Tales of the Unexpected,1979,TalesOfTheUnexpectedSeries6,Tales Of The Unexpected Series 6,"1979, modern television, no licence claimed"
tales-of-the-unexpected-1979,Tales of the Unexpected,1979,TalesOfTheUnexpectedSeries7,Tales Of The Unexpected Series 7,"1979, modern television, no licence claimed"
tales-of-the-unexpected-1979,Tales of the Unexpected,1979,TalesOfTheUnexpectedSeries8-9,Tales Of The Unexpected Series 8&9,"1979, modern television, no licence claimed"
tales-of-the-unexpected-1979,Tales of the Unexpected,1979,tales-of-the-unexpected-1979-88,Tales of the Unexpected,"1979, modern television, no licence claimed"
tbn-1989,TBN,1989,tbn-praise-the-lord-12.17.1992,TBN: Praise The Lord (12/17/1992),"1989, modern television, no licence claimed"
tbn-1989,TBN,1989,praise-the-lord-december-2-1992,TBN: Praise The Lord (12/2/1992),"1989, modern television, no licence claimed"
tbn-1989,TBN,1989,praise-the-lord-february-25-1992,TBN: Praise The Lord (2/25/1992),"1989, modern television, no licence claimed"
tbn-1989,TBN,1989,praise-the-lord-2.28.1989,TBN: Praise The Lord (2/28/1989),"1989, modern television, no licence claimed"
tbn-1989,TBN,1989,praise-the-lord-april-28-1992,TBN: Praise The Lord (4/28/1992),"1989, modern television, no licence claimed"
tbn-1989,TBN,1989,praise-the-lord-april-30-1992,TBN: Praise The Lord (4/30/1992),"1989, modern television, no licence claimed"
tbn-1989,TBN,1989,tbn-praise-the-lord-9.-3.1991,TBN: Praise The Lord (9/3/1991),"1989, modern television, no licence claimed"
tbn-1989,TBN,1989,praise-the-lord-february-3-1993,"TBN: Praise The Lord (February 3, 1993)","1989, modern television, no licence claimed"
telediario-1988,Telediario,1988,telediario-1998-03-01,"Telediario - 1 de marzo, 1998","1988, modern television, no licence claimed"
telediario-1988,Telediario,1988,telediario-1989-12-12,"Telediario - 12 de diciembre, 1989","1988, modern television, no licence claimed"
telediario-1988,Telediario,1988,telediario-1991-03-02,"Telediario - 2 de marzo, 1991","1988, modern television, no licence claimed"
telediario-1988,Telediario,1988,telediario-1988-12-23,"Telediario - 23 de diciembre, 1988","1988, modern television, no licence claimed"
telediario-1988,Telediario,1988,telediario-1998-12-23,"Telediario - 23 de diciembre, 1998","1988, modern television, no licence claimed"
telediario-1988,Telediario,1988,telediario-1989-09-26,"Telediario - 26 de septiembre, 1989","1988, modern television, no licence claimed"
telediario-1988,Telediario,1988,telediario-1999-06-06,"Telediario - 6 de junio, 1999","1988, modern television, no licence claimed"
telediario-1988,Telediario,1988,telediario-1998-07-07,"Telediario - 7 de julio, 1998","1988, modern television, no licence claimed"
telediario-1988,Telediario,1988,telediario-1992-01-09,"Telediario - 9 de enero, 1992","1988, modern television, no licence claimed"
telenoticias-telemadrid-1991,Telenoticias (Telemadrid,1991,telenoticias-1997-08-01,"Telenoticias (Telemadrid) - 1 de agosto, 1997","1991, modern television, no licence claimed"
telenoticias-telemadrid-1991,Telenoticias (Telemadrid,1991,telenoticias-telemadrid-1992,Telenoticias (Telemadrid) - 1992,"1991, modern television, no licence claimed"
telenoticias-telemadrid-1991,Telenoticias (Telemadrid,1991,telenoticias-1994-05-02,"Telenoticias (Telemadrid) - 2 de mayo, 1994","1991, modern television, no licence claimed"
telenoticias-telemadrid-1991,Telenoticias (Telemadrid,1991,telenoticias-1991-02-24,"Telenoticias (Telemadrid) - 24 de febrero, 1991","1991, modern television, no licence claimed"
telenoticias-telemadrid-1991,Telenoticias (Telemadrid,1991,telenoticias-1991-02-25,"Telenoticias (Telemadrid) - 25 de febrero, 1991","1991, modern television, no licence claimed"
telenoticias-telemadrid-1991,Telenoticias (Telemadrid,1991,telenoticias-1991-02-28,"Telenoticias (Telemadrid) - 28 de febrero, 1991","1991, modern television, no licence claimed"
the-adventures-of-sherlock-holmes-1984,The Adventures of Sherlock Holmes,1984,the-adventures-of-sherlock-holmes-1984_202303,The Speckled Band,"1984, modern television, no licence claimed"
the-amazing-live-sea-monkeys-1992,The Amazing Live Sea-Monkeys,1992,amazing-live-sea-monkeys-01,Octapotomus R' Usamus,"1992, modern television, no licence claimed"
the-amazing-live-sea-monkeys-1992,The Amazing Live Sea-Monkeys,1992,amazing-live-sea-monkeys-02,Lighthouse Alone,"1992, modern television, no licence claimed"
the-amazing-live-sea-monkeys-1992,The Amazing Live Sea-Monkeys,1992,amazing-live-sea-monkeys-04,"Look, Don't Touch","1992, modern television, no licence claimed"
the-amazing-live-sea-monkeys-1992,The Amazing Live Sea-Monkeys,1992,amazing-live-sea-monkeys-05,Sea Monkey of Love,"1992, modern television, no licence claimed"
the-amazing-live-sea-monkeys-1992,The Amazing Live Sea-Monkeys,1992,amazing-live-sea-monkeys-06,WrestleMania,"1992, modern television, no licence claimed"
the-amazing-live-sea-monkeys-1992,The Amazing Live Sea-Monkeys,1992,amazing-live-sea-monkeys-07,Haunted Lighthouse,"1992, modern television, no licence claimed"
the-amazing-live-sea-monkeys-1992,The Amazing Live Sea-Monkeys,1992,amazing-live-sea-monkeys-08,Scout's Honor,"1992, modern television, no licence claimed"
the-amazing-live-sea-monkeys-1992,The Amazing Live Sea-Monkeys,1992,amazing-live-sea-monkeys-09,Top Secret,"1992, modern television, no licence claimed"
the-berenstain-bears-2003,The Berenstain Bears,2003,the-berenstain-bears-2003-1080p-hd,Mighty Milton,"2003, modern television, no licence claimed"
the-berenstain-bears-2003,The Berenstain Bears,2003,the-berenstain-bears-2003,Out for the Team,"2003, modern television, no licence claimed"
the-big-picture-2015,The Big Picture,2015,BeachheadAnzio,The Big Picture: Beachhead Anzio,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,BeyondtheCallofDuty,The Big Picture: Beyond the Call,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,DDayAnniversary,The Big Picture: D-Day Anniversary,"2015, modern television; uploader licence claim http://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,OurHeritage_,The Big Picture: Our Heritage,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,SummerStorm,The Big Picture: Summer Storm,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,TheBigPicture-USArmyinSpaceandUndertheSea,The Big Picture: The Army in Space and Under the Sea,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,TheCobraStrikes,The Big Picture: The Cobra Strikes,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,KoreanWar,The Big Picture: The Korean War,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,24thInfantryDivision,The Big Picture: The Twenty-Fourth Infantry Division,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,WarsEnd,The Big Picture: Wars End,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-big-picture-2015,The Big Picture,2015,TheBigPicture-WhereverTheyGo-UnitedServiceOrganizationUSO,The Big Picture: Wherever They Go,"2015, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-challenge-1998,The Challenge,1998,4-k-zatoichi-monogatari-s-01-e-01-a-challenge-of-chance-v-2,Ghostbusters,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,4-k-zatoichi-monogatari-s-01-e-01-a-challenge-of-chance,Ghostbusters,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,Celebrity_Painting_Challenge_Series_1_-_2._Episode_2_m000426w_signed,Sheer Madness,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,speed-racer-1967-s-01e-03-challenge-of-the-masked-racer-1,Zorbing,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,s-01-e-03-challenge-of-the-masked-racer-part-1-trans-lux-edition,Zorbing,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,s-01-e-04-challenge-of-the-masked-racer-part-2-trans-lux-edition,Urban Rap Jumping,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,lv_0_20260521150328,"The ""Real"" Real World","1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,purples-pretty-pattern-challenge-full-episode-s-1-e-14-learn-colours-kids-cartoons,Purple's Pretty Pattern Challenge! | FULL EPISODE - S1 E14 | Learn Colours - Kids Cartoons,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,Robin_Hood_07_The_Challenge,I Am The Challenge,"1998, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
the-challenge-1998,The Challenge,1998,joshua-ashby-character-elimination-episode-2-challenge-of-daily-bumps-intro-2015,Joshua Ashby Character Elimination Episode 2 Challenge Of Daily Bumps Intro 2015,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,speed-racer-challenge-of-the-masked-racer-part-2,Urban Rap Jumping,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,AdventuresOfRobinHoodEp7TheChallenge,Adventures Of Robin Hood Ep 7 the Challenge,"1998, modern television; uploader licence claim http://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
the-challenge-1998,The Challenge,1998,oil-wrestling-from-challenge-usa-season-2-episode-11,Oil Wrestling From Challenge USA Season 2 Episode 11,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,Celebrity_Painting_Challenge_Series_1_-_1._Episode_1_m0003wd5_signed,Ghostbusters,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,twitch-vod-v393456837,Highlight: 10x10 Challenge - Es geht los,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,Celebrity_Painting_Challenge_Series_1_-_04._Episode_4_m0004hk7_signed,Urban Rap Jumping,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,Celebrity_Painting_Challenge_Series_1_-_03._Episode_3_m000499z_signed,Zorbing,"1998, modern television, no licence claimed"
the-challenge-1998,The Challenge,1998,hak5_11x16,hak5 11x16: 2-Factor SSH with Google Authenticator and Challenge Response Authentication,"1998, modern television; uploader licence claim http://creativecommons.org/licenses/by-nc-sa/3.0/ does not rescue it"
the-challenge-1998,The Challenge,1998,hak5_7x05,hak5 7x05: Airport WiFi Challenge and Your Ultra Software Picks,"1998, modern television; uploader licence claim http://creativecommons.org/licenses/by-nc-sa/3.0/ does not rescue it"
the-challenge-of-the-unknown-1984,The Challenge of the Unknown,1984,the-challenge-of-the-unknown-03,The Challenge of the Unknown - 03: Restatement - How Do I See It?,"1984, modern television, no licence claimed"
the-challenge-of-the-unknown-1984,The Challenge of the Unknown,1984,the-challenge-of-the-unknown-05,The Challenge of the Unknown - 05: Management - What Do I Do Next?,"1984, modern television, no licence claimed"
the-challenge-of-the-unknown-1984,The Challenge of the Unknown,1984,the-challenge-of-the-unknown-06,The Challenge of the Unknown - 06: Estimation - Am I Close?,"1984, modern television, no licence claimed"
the-challenge-of-the-unknown-1984,The Challenge of the Unknown,1984,the-challenge-of-the-unknown-07,The Challenge of the Unknown - 07: Argument - Am I Right?,"1984, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode11,The Chronic Rift: Episode 11 - The Effect of Special Effects,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode12,The Chronic Rift: Episode 12 - What is Horror?,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode16,The Chronic Rift: Episode 16 - Doctor Who,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode17,The Chronic Rift: Episode 17 - Play-by-Mail Games,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode20,The Chronic Rift: Episode 20 - Science Fiction and Fantasy in the Classroom,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode21,The Chronic Rift: Episode 21 - 1990 Roundtable Awards,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode23,The Chronic Rift: Episode 23 - Beauty and the Beast,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode24,The Chronic Rift: Episode 24 - Ursula K. LeGuin,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode25,The Chronic Rift: Episode 25 - Japanese Animation,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode26,The Chronic Rift: Episode 26 - How to Get Your Fantasy & Science Fiction Published,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode28,The Chronic Rift: Episode 28 - Blake's 7,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode30,The Chronic Rift: Episode 30 - Star Trek's 25th Anniversary,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode31,The Chronic Rift: Episode 31 - Attack of the B Movies!,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode32,The Chronic Rift: Episode 32 - Anne McCaffrey,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode33,The Chronic Rift: Episode 33 - Time Paradoxes,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode37,The Chronic Rift: Episode 37 - War in Science Fiction,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode41,The Chronic Rift: Episode 41 - Organized Religion in Science Fiction,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode42,The Chronic Rift: Episode 42 - Jules Verne & H.G. Wells,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode44,The Chronic Rift: Episode 44 - The Prisoner,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode45,The Chronic Rift: Episode 45 - Orson Scott Card,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode47,The Chronic Rift: Episode 47 - The 1991 Roundtable Awards,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,TheChronicRiftEpisode48,The Chronic Rift: Episode 48 - The Hitchhiker's Guide to the Galaxy,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,thechronicriftepisode49tvshowsofkennethjohnson,The Chronic Rift Episode 49 TV Shows Of Kenneth Johnson,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,thechronicriftepisode50europeancomics,The Chronic Rift Episode 50 European Comics,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,thechronicriftepisode51iconhighlightspart1,The Chronic Rift Episode 51 I Con Highlights Part 1,"1990, modern television, no licence claimed"
the-chronic-rift-1990,The Chronic Rift,1990,thechronicriftepisode52iconhighlightspart2,The Chronic Rift Episode 52 Icon Highlights Part 2,"1990, modern television, no licence claimed"
