archiveID,url,verdict,detail
son-of-frankenstein-1939-colorized-movie-720p-hd,https://archivewatch.org/subs/son-of-frankenstein-1939-colorized-movie-720p-hd/en.vtt,ok,1129 cues
faces-1968-john-cassavetes-1592511629934,https://archivewatch.org/subs/faces-1968-john-cassavetes-1592511629934/en.vtt,ok,1629 cues
12.-danger-river,https://archivewatch.org/subs/12.-danger-river/en.vtt,ok,72 cues
PrinceValiant,https://archivewatch.org/subs/PrinceValiant/en.vtt,ok,892 cues
1954-suddenly-de-repente-lewis-allen-vose,https://archivewatch.org/subs/1954-suddenly-de-repente-lewis-allen-vose/en.vtt,ok,1587 cues
a-bucket-of-blood-1959_20250321,https://archivewatch.org/subs/a-bucket-of-blood-1959_20250321/en.vtt,ok,1214 cues
hercules-and-the-captive-women-full-action-drama-classic-movie-reg-park,https://archivewatch.org/subs/hercules-and-the-captive-women-full-action-drama-classic-movie-reg-park/en.vtt,ok,1210 cues
SexLifeOfAPolyp,https://archivewatch.org/subs/SexLifeOfAPolyp/en.vtt,ok,208 cues
the-north-star-1943,https://archivewatch.org/subs/the-north-star-1943/en.vtt,ok,1176 cues
odds-against-tomorrow-1959-restored-movie-720p-hd,https://archivewatch.org/subs/odds-against-tomorrow-1959-restored-movie-720p-hd/en.vtt,ok,809 cues
PoletikEpisode18,https://archivewatch.org/subs/PoletikEpisode18/en.vtt,ok,718 cues
LifeSWorkJobsS1E9,https://archivewatch.org/subs/LifeSWorkJobsS1E9/en.vtt,ok,274 cues
1965-02-08_Showdown_in_Vietnam,https://archivewatch.org/subs/1965-02-08_Showdown_in_Vietnam/en.vtt,ok,74 cues
1933-11-15_Loyola_Students_Compete_For_Keg,https://archivewatch.org/subs/1933-11-15_Loyola_Students_Compete_For_Keg/en.vtt,short,2 cues
CC1940SING3,https://archivewatch.org/subs/CC1940SING3/en.vtt,ok,359 cues
scooby-doo_20210808,https://archivewatch.org/subs/scooby-doo_20210808/en.vtt,ok,9 cues
Beverly_Hillbillies_Ep34_The_Psychiatrist_Gets_Clampetted,https://archivewatch.org/subs/Beverly_Hillbillies_Ep34_The_Psychiatrist_Gets_Clampetted/en.vtt,ok,444 cues
shazamisis,https://archivewatch.org/subs/shazamisis/en.vtt,ok,7 cues
BlueSteel,https://archivewatch.org/subs/BlueSteel/en.vtt,ok,346 cues
ManoftheForest,https://archivewatch.org/subs/ManoftheForest/en.vtt,ok,518 cues
1957-sweet-smell-of-success-alexander-mackendrick-vose,https://archivewatch.org/subs/1957-sweet-smell-of-success-alexander-mackendrick-vose/en.vtt,ok,1322 cues
TheLeopardMan1943,https://archivewatch.org/subs/TheLeopardMan1943/en.vtt,ok,1187 cues
CALTIKITheImmortalMonster1960,https://archivewatch.org/subs/CALTIKITheImmortalMonster1960/en.vtt,ok,705 cues
foto_20211208,https://archivewatch.org/subs/foto_20211208/en.vtt,ok,1565 cues
1953-vicki-harry-horner-vose,https://archivewatch.org/subs/1953-vicki-harry-horner-vose/en.vtt,ok,1151 cues
cleopatra-1963_202511,https://archivewatch.org/subs/cleopatra-1963_202511/en.vtt,ok,2753 cues
plan-94-k,https://archivewatch.org/subs/plan-94-k/en.vtt,ok,789 cues
AksionetERothschildsNWaterloo,https://archivewatch.org/subs/AksionetERothschildsNWaterloo/en.vtt,empty,no cue timestamps
shopworn-1932_202507,https://archivewatch.org/subs/shopworn-1932_202507/en.vtt,ok,1170 cues
joshila.-1973.-dv-drip.-xvi-d.-mp-3.by.-indian-hacker,https://archivewatch.org/subs/joshila.-1973.-dv-drip.-xvi-d.-mp-3.by.-indian-hacker/en.vtt,ok,1782 cues
the-black-godfather-1974_202505,https://archivewatch.org/subs/the-black-godfather-1974_202505/en.vtt,ok,1578 cues
the-intruder-1962_202312,https://archivewatch.org/subs/the-intruder-1962_202312/en.vtt,ok,1096 cues
DifferentWheels1964RaznyeKolesaEnglishSubtitlesRussia,https://archivewatch.org/subs/DifferentWheels1964RaznyeKolesaEnglishSubtitlesRussia/en.vtt,ok,101 cues
1958-02-06_Navys_Satellite,https://archivewatch.org/subs/1958-02-06_Navys_Satellite/en.vtt,ok,61 cues
WhatDoYouWant_201603,https://archivewatch.org/subs/WhatDoYouWant_201603/en.vtt,ok,721 cues
JukeBoxJury29thOctober,https://archivewatch.org/subs/JukeBoxJury29thOctober/en.vtt,ok,349 cues
Beverly_Hillbillies_Ep04_The_Clampetts_Meet_Mrs_Drysdale,https://archivewatch.org/subs/Beverly_Hillbillies_Ep04_The_Clampetts_Meet_Mrs_Drysdale/en.vtt,ok,348 cues
Beverly_Hillbillies_Ep45_The_Clampetts_Go_Hollywood,https://archivewatch.org/subs/Beverly_Hillbillies_Ep45_The_Clampetts_Go_Hollywood/en.vtt,ok,391 cues
Love_That_Bob-5x01-1958-09-23-Bob_and_Schultzy_Reunite.avi,https://archivewatch.org/subs/Love_That_Bob-5x01-1958-09-23-Bob_and_Schultzy_Reunite.avi/en.vtt,ok,588 cues
Beverly_Hillbillies_Ep11_Elly_Races_Jethrine,https://archivewatch.org/subs/Beverly_Hillbillies_Ep11_Elly_Races_Jethrine/en.vtt,ok,379 cues
The_Mickey_Rooney_Show_Misc_ep_17,https://archivewatch.org/subs/The_Mickey_Rooney_Show_Misc_ep_17/en.vtt,ok,257 cues
the-doll-with-millions-1928,https://archivewatch.org/subs/the-doll-with-millions-1928/en.vtt,ok,101 cues
lady-snowblood,https://archivewatch.org/subs/lady-snowblood/en.vtt,ok,801 cues
merrywidow4k,https://archivewatch.org/subs/merrywidow4k/en.vtt,ok,1203 cues
passport-to-pimlico,https://archivewatch.org/subs/passport-to-pimlico/en.vtt,ok,1090 cues
sywa99435345,https://archivewatch.org/subs/sywa99435345/en.vtt,ok,2566 cues
man-on-a-tightrope-1953,https://archivewatch.org/subs/man-on-a-tightrope-1953/en.vtt,ok,1374 cues
la-chauve-souris-du-diable,https://archivewatch.org/subs/la-chauve-souris-du-diable/en.vtt,ok,814 cues
the-night-strangler-1973,https://archivewatch.org/subs/the-night-strangler-1973/en.vtt,ok,1211 cues
jackbenny-jackgetsrobbed,https://archivewatch.org/subs/jackbenny-jackgetsrobbed/en.vtt,ok,576 cues
1944-03-20_Blast_Berlin_By_Daylight,https://archivewatch.org/subs/1944-03-20_Blast_Berlin_By_Daylight/en.vtt,ok,60 cues
Tales_Of_Tomorrow_-_Red_Dust,https://archivewatch.org/subs/Tales_Of_Tomorrow_-_Red_Dust/en.vtt,ok,524 cues
iss068m262841556_Expedition_68_Crew-4_News_Conference_221011,https://archivewatch.org/subs/iss068m262841556_Expedition_68_Crew-4_News_Conference_221011/en.vtt,ok,808 cues
WhyTryScienceInMicrogravity,https://archivewatch.org/subs/WhyTryScienceInMicrogravity/en.vtt,short,1 cues
1931-the-criminal-code-el-codigo-criminal-howard-hawks-vo,https://archivewatch.org/subs/1931-the-criminal-code-el-codigo-criminal-howard-hawks-vo/en.vtt,ok,1518 cues
the-snake-pit-1948,https://archivewatch.org/subs/the-snake-pit-1948/en.vtt,ok,1863 cues
1959-suddenly-last-summer-de-repente-el-ultimo-verano-joseph-l.-mankiewicz-vose,https://archivewatch.org/subs/1959-suddenly-last-summer-de-repente-el-ultimo-verano-joseph-l.-mankiewicz-vose/en.vtt,ok,1658 cues
the.-golem.-1920,https://archivewatch.org/subs/the.-golem.-1920/en.vtt,ok,143 cues
1944-Junge-Adler,https://archivewatch.org/subs/1944-Junge-Adler/en.vtt,repetitive,61% unique lines
1949-the-hidden-room-obsession-edward-dmytryk-vose,https://archivewatch.org/subs/1949-the-hidden-room-obsession-edward-dmytryk-vose/en.vtt,ok,1230 cues
rock-a-bye-baby-1958-comedy-jerry-lewis,https://archivewatch.org/subs/rock-a-bye-baby-1958-comedy-jerry-lewis/en.vtt,ok,1231 cues
intentions-of-murder,https://archivewatch.org/subs/intentions-of-murder/en.vtt,ok,1275 cues
CarnivalOfSouls_823,https://archivewatch.org/subs/CarnivalOfSouls_823/en.vtt,ok,524 cues
the-dark-mirror-1946-720p,https://archivewatch.org/subs/the-dark-mirror-1946-720p/en.vtt,ok,1229 cues
three-ressurected-drunkards,https://archivewatch.org/subs/three-ressurected-drunkards/en.vtt,ok,561 cues
the-strange-one-1957-ben-gazzara-pat-hingle-peter-mark-richman-2102431124148,https://archivewatch.org/subs/the-strange-one-1957-ben-gazzara-pat-hingle-peter-mark-richman-2102431124148/en.vtt,ok,1522 cues
cast-a-dark-shadow-1955-restored-movie-720p-hd,https://archivewatch.org/subs/cast-a-dark-shadow-1955-restored-movie-720p-hd/en.vtt,ok,1685 cues
the-man-with-the-golden-arm-1955,https://archivewatch.org/subs/the-man-with-the-golden-arm-1955/en.vtt,ok,1897 cues
the-desperate-hours_202407,https://archivewatch.org/subs/the-desperate-hours_202407/en.vtt,ok,941 cues
7.3-d.-o.-a.-1949,https://archivewatch.org/subs/7.3-d.-o.-a.-1949/en.vtt,ok,965 cues
ace-in-a-hole-1951,https://archivewatch.org/subs/ace-in-a-hole-1951/en.vtt,ok,1668 cues
191920HaroldLloydHauntedSpooksXvid,https://archivewatch.org/subs/191920HaroldLloydHauntedSpooksXvid/en.vtt,repetitive,2% unique lines
1912LadislasStarevichTheBeautifulLeukanida.3gp,https://archivewatch.org/subs/1912LadislasStarevichTheBeautifulLeukanida.3gp/en.vtt,repetitive,5% unique lines
1935JosephHenaberyThruTrafficPaulKellyMargueriteChurchill,https://archivewatch.org/subs/1935JosephHenaberyThruTrafficPaulKellyMargueriteChurchill/en.vtt,ok,1019 cues
two-flags-west-1950-with-joseph-cotten-linda-darnell-jeff-chandler-and-cornel-wilde,https://archivewatch.org/subs/two-flags-west-1950-with-joseph-cotten-linda-darnell-jeff-chandler-and-cornel-wilde/en.vtt,ok,1206 cues
BuffaloBillJr-Firstposse1955,https://archivewatch.org/subs/BuffaloBillJr-Firstposse1955/en.vtt,ok,353 cues
1940-10-30_Nations_Draft_Lottery_Held,https://archivewatch.org/subs/1940-10-30_Nations_Draft_Lottery_Held/en.vtt,ok,6 cues
be-silent-my-sorrow-be-silent-molchi-grust-molchi-1918,https://archivewatch.org/subs/be-silent-my-sorrow-be-silent-molchi-grust-molchi-1918/en.vtt,ok,151 cues
Robin_Hood_28_Children_Of_Greenwood,https://archivewatch.org/subs/Robin_Hood_28_Children_Of_Greenwood/en.vtt,ok,389 cues
Strange_Illusion,https://archivewatch.org/subs/Strange_Illusion/en.vtt,ok,1445 cues
indestructible.-man.-1956,https://archivewatch.org/subs/indestructible.-man.-1956/en.vtt,ok,872 cues
OHROSALINDA1955,https://archivewatch.org/subs/OHROSALINDA1955/en.vtt,ok,1571 cues
1959-compulsion-impulso-criminal-richard-fleischer-vose,https://archivewatch.org/subs/1959-compulsion-impulso-criminal-richard-fleischer-vose/en.vtt,ok,1578 cues
1956slightlyscarletligeramenteescarlataallandwan,https://archivewatch.org/subs/1956slightlyscarletligeramenteescarlataallandwan/en.vtt,ok,1079 cues
tbs5554477,https://archivewatch.org/subs/tbs5554477/en.vtt,ok,1295 cues
the-man-who-could-work-miracles-1936,https://archivewatch.org/subs/the-man-who-could-work-miracles-1936/en.vtt,ok,1343 cues
i-see-naked-vedo-nudo-1969-sylva-koscina-veronique-vendell-daniela-giordano-edda,https://archivewatch.org/subs/i-see-naked-vedo-nudo-1969-sylva-koscina-veronique-vendell-daniela-giordano-edda/en.vtt,ok,1287 cues
svtplay-jXbPN9M,https://archivewatch.org/subs/svtplay-jXbPN9M/en.vtt,ok,810 cues
MoreyAmsterdamShow1950,https://archivewatch.org/subs/MoreyAmsterdamShow1950/en.vtt,ok,388 cues
1945-12-06_Nazis_Face_War_Crime_Evidence,https://archivewatch.org/subs/1945-12-06_Nazis_Face_War_Crime_Evidence/en.vtt,ok,19 cues
torment.-1944.1080p.-blu-ray.x-264.-aac-yts.-mx,https://archivewatch.org/subs/torment.-1944.1080p.-blu-ray.x-264.-aac-yts.-mx/en.vtt,ok,1086 cues
whatsmyline31October1965,https://archivewatch.org/subs/whatsmyline31October1965/en.vtt,ok,505 cues
Calendar_Harold_Lloyd,https://archivewatch.org/subs/Calendar_Harold_Lloyd/en.vtt,ok,158 cues
warning_from_space_1956,https://archivewatch.org/subs/warning_from_space_1956/en.vtt,ok,698 cues
Beverly_Hillbillies_Ep08_Jethro_Goes_To_School,https://archivewatch.org/subs/Beverly_Hillbillies_Ep08_Jethro_Goes_To_School/en.vtt,ok,462 cues
Dragnet_TheBigCast,https://archivewatch.org/subs/Dragnet_TheBigCast/en.vtt,ok,658 cues
jsc2018m000152_5_Things_You_Didnt_Know_About_Astronaut_Drew_Feustel,https://archivewatch.org/subs/jsc2018m000152_5_Things_You_Didnt_Know_About_Astronaut_Drew_Feustel/en.vtt,ok,42 cues
TerrorByNight1946,https://archivewatch.org/subs/TerrorByNight1946/en.vtt,ok,1040 cues
alexander-nevsky-1938,https://archivewatch.org/subs/alexander-nevsky-1938/en.vtt,ok,450 cues
The_Most_Dangerous_Game_32,https://archivewatch.org/subs/The_Most_Dangerous_Game_32/en.vtt,ok,624 cues
gate-of-hell,https://archivewatch.org/subs/gate-of-hell/en.vtt,ok,565 cues
PublicdomainGalateaFilmandTitanusEstherandtheKing,https://archivewatch.org/subs/PublicdomainGalateaFilmandTitanusEstherandtheKing/en.vtt,ok,1254 cues
the-greene-murder-case_1929,https://archivewatch.org/subs/the-greene-murder-case_1929/en.vtt,ok,1419 cues
1946-somewhere-in-the-night-solo-en-la-noche-joseph-l.-mankiewicz-vose,https://archivewatch.org/subs/1946-somewhere-in-the-night-solo-en-la-noche-joseph-l.-mankiewicz-vose/en.vtt,ok,1348 cues
MissileToTheMoon,https://archivewatch.org/subs/MissileToTheMoon/en.vtt,ok,1230 cues
the-street-with-no-name-1948,https://archivewatch.org/subs/the-street-with-no-name-1948/en.vtt,ok,975 cues
the.black.book,https://archivewatch.org/subs/the.black.book/en.vtt,ok,1169 cues
the-palm-beach-story-1942,https://archivewatch.org/subs/the-palm-beach-story-1942/en.vtt,ok,1571 cues
svtplay-jE4BnB2,https://archivewatch.org/subs/svtplay-jE4BnB2/en.vtt,ok,757 cues
soldier-of-fortune-1955_202506,https://archivewatch.org/subs/soldier-of-fortune-1955_202506/en.vtt,ok,1128 cues
det-ljuva-livet,https://archivewatch.org/subs/det-ljuva-livet/en.vtt,ok,1252 cues
1960-08-15_space_triumph,https://archivewatch.org/subs/1960-08-15_space_triumph/en.vtt,ok,41 cues
1933-10-16_Anzac_In_Curious_Racial_Mix-Up,https://archivewatch.org/subs/1933-10-16_Anzac_In_Curious_Racial_Mix-Up/en.vtt,ok,6 cues
1955-10-31_Deadlock,https://archivewatch.org/subs/1955-10-31_Deadlock/en.vtt,ok,35 cues
1960sMainstreamCultureozzieAndHarrietaPaintingFromThePast17,https://archivewatch.org/subs/1960sMainstreamCultureozzieAndHarrietaPaintingFromThePast17/en.vtt,ok,549 cues
ColgateComedyHourWithAbbottAndCostelloAndGuestsGeorgeRaftAndLouie,https://archivewatch.org/subs/ColgateComedyHourWithAbbottAndCostelloAndGuestsGeorgeRaftAndLouie/en.vtt,ok,923 cues
die-abenteuer-des-prinzen-achmed,https://archivewatch.org/subs/die-abenteuer-des-prinzen-achmed/en.vtt,ok,152 cues
blonde-venus,https://archivewatch.org/subs/blonde-venus/en.vtt,ok,973 cues
IBuryTheLiving1958,https://archivewatch.org/subs/IBuryTheLiving1958/en.vtt,ok,1168 cues
TheStranger_201511,https://archivewatch.org/subs/TheStranger_201511/en.vtt,ok,1299 cues
nightandthecity1950,https://archivewatch.org/subs/nightandthecity1950/en.vtt,ok,1179 cues
the-fall-of-the-house-of-usher,https://archivewatch.org/subs/the-fall-of-the-house-of-usher/en.vtt,ok,949 cues
ladies-of-leisure_1930,https://archivewatch.org/subs/ladies-of-leisure_1930/en.vtt,ok,1243 cues
night-owls_1930,https://archivewatch.org/subs/night-owls_1930/en.vtt,ok,236 cues
the.-iron.-curtain.-,https://archivewatch.org/subs/the.-iron.-curtain.-/en.vtt,ok,1208 cues
que-el-cielo-la-juzgue-1946-vose,https://archivewatch.org/subs/que-el-cielo-la-juzgue-1946-vose/en.vtt,ok,1385 cues
v615585,https://archivewatch.org/subs/v615585/en.vtt,ok,1415 cues
1945thehouseon92ndstreethenryhathaway,https://archivewatch.org/subs/1945thehouseon92ndstreethenryhathaway/en.vtt,empty,no cue timestamps
scream-of-fear-1961,https://archivewatch.org/subs/scream-of-fear-1961/en.vtt,ok,973 cues
MAMAR,https://archivewatch.org/subs/MAMAR/en.vtt,ok,685 cues
dishonored-lady-1947,https://archivewatch.org/subs/dishonored-lady-1947/en.vtt,ok,1267 cues
pot-o-gold-1941,https://archivewatch.org/subs/pot-o-gold-1941/en.vtt,ok,1023 cues
squirm-1976_202507,https://archivewatch.org/subs/squirm-1976_202507/en.vtt,ok,858 cues
1960-05-12_powers_case,https://archivewatch.org/subs/1960-05-12_powers_case/en.vtt,ok,19 cues
1945-03-15_Allies_Open_Final_Drive_In_Germany,https://archivewatch.org/subs/1945-03-15_Allies_Open_Final_Drive_In_Germany/en.vtt,ok,75 cues
1943-09-02_Reds_Rout_Nazis,https://archivewatch.org/subs/1943-09-02_Reds_Rout_Nazis/en.vtt,ok,6 cues
CC1218_greatest_games,https://archivewatch.org/subs/CC1218_greatest_games/en.vtt,ok,477 cues
tellittogroucho,https://archivewatch.org/subs/tellittogroucho/en.vtt,ok,739 cues
BobbyDarinAndFriends,https://archivewatch.org/subs/BobbyDarinAndFriends/en.vtt,ok,596 cues
TheHunt,https://archivewatch.org/subs/TheHunt/en.vtt,ok,1057 cues
Dragnet_The_Big_Hit_And_Run_Killer,https://archivewatch.org/subs/Dragnet_The_Big_Hit_And_Run_Killer/en.vtt,ok,350 cues
The_Mickey_Rooney_Show_Misc_ep_18,https://archivewatch.org/subs/The_Mickey_Rooney_Show_Misc_ep_18/en.vtt,ok,222 cues
all.-quiet.-on.-the.-western.-front.-1930,https://archivewatch.org/subs/all.-quiet.-on.-the.-western.-front.-1930/en.vtt,ok,1459 cues
IdaLupinostheHitch-hiker1953,https://archivewatch.org/subs/IdaLupinostheHitch-hiker1953/en.vtt,ok,527 cues
the_klansman_1974,https://archivewatch.org/subs/the_klansman_1974/en.vtt,ok,1750 cues
CurseOfTheAztecMummylaMaldicionDeLaMomiaAzteca1957-English,https://archivewatch.org/subs/CurseOfTheAztecMummylaMaldicionDeLaMomiaAzteca1957-English/en.vtt,ok,587 cues
lecole-des-facteurs,https://archivewatch.org/subs/lecole-des-facteurs/en.vtt,ok,79 cues
the-strange-affair-of-uncle-harry-1945,https://archivewatch.org/subs/the-strange-affair-of-uncle-harry-1945/en.vtt,ok,1129 cues
brennendes-geheimnis-1933-mit-alfred-abel-hilde-wagener-willi-forst-regie-robert-siodmak,https://archivewatch.org/subs/brennendes-geheimnis-1933-mit-alfred-abel-hilde-wagener-willi-forst-regie-robert-siodmak/en.vtt,binary,UTF-16 / NUL-heavy
the-man-with-a-cloak-1951,https://archivewatch.org/subs/the-man-with-a-cloak-1951/en.vtt,ok,1653 cues
passion-flower_1930,https://archivewatch.org/subs/passion-flower_1930/en.vtt,ok,1366 cues
the-rains-came-1939_202508,https://archivewatch.org/subs/the-rains-came-1939_202508/en.vtt,ok,1260 cues
1947-body-and-soul-cuerpo-y-alma-robert-rossen-vose,https://archivewatch.org/subs/1947-body-and-soul-cuerpo-y-alma-robert-rossen-vose/en.vtt,ok,1395 cues
the-shanghai-story-1954,https://archivewatch.org/subs/the-shanghai-story-1954/en.vtt,ok,1212 cues
the-mummy-s-tomb-1942,https://archivewatch.org/subs/the-mummy-s-tomb-1942/en.vtt,ok,678 cues
the-gorgon-1964,https://archivewatch.org/subs/the-gorgon-1964/en.vtt,ok,860 cues
salt-of-the-earth-1954,https://archivewatch.org/subs/salt-of-the-earth-1954/en.vtt,ok,1503 cues
je-taime-moi-non-plus-1976-jane-birkin-joe-dallesandro-hugues-quester-reinhard-k,https://archivewatch.org/subs/je-taime-moi-non-plus-1976-jane-birkin-joe-dallesandro-hugues-quester-reinhard-k/en.vtt,ok,320 cues
a-farewell-to-arms-1957_202506,https://archivewatch.org/subs/a-farewell-to-arms-1957_202506/en.vtt,ok,1811 cues
jack-and-the-beanstalk-1952,https://archivewatch.org/subs/jack-and-the-beanstalk-1952/en.vtt,ok,902 cues
point-of-terror,https://archivewatch.org/subs/point-of-terror/en.vtt,ok,1400 cues
rage-at-dawn-4-k,https://archivewatch.org/subs/rage-at-dawn-4-k/en.vtt,ok,1112 cues
the-strange-one-1957-restored-movie-720p-hd,https://archivewatch.org/subs/the-strange-one-1957-restored-movie-720p-hd/en.vtt,ok,1522 cues
the-doolins-of-oklahoma-1949,https://archivewatch.org/subs/the-doolins-of-oklahoma-1949/en.vtt,ok,1283 cues
duello-nel-texas-1963,https://archivewatch.org/subs/duello-nel-texas-1963/en.vtt,ok,787 cues
1961-11-30_New_Mexico,https://archivewatch.org/subs/1961-11-30_New_Mexico/en.vtt,ok,11 cues
ar_cc160_cdrom,https://archivewatch.org/subs/ar_cc160_cdrom/ar.vtt,ok,495 cues
Robin_Hood_06_A_Guest_For_The_Gallows,https://archivewatch.org/subs/Robin_Hood_06_A_Guest_For_The_Gallows/en.vtt,ok,228 cues
DarkJourney,https://archivewatch.org/subs/DarkJourney/en.vtt,ok,784 cues
1951-circle-of-danger-circulo-de-peligro-jacques-tourneur-vose,https://archivewatch.org/subs/1951-circle-of-danger-circulo-de-peligro-jacques-tourneur-vose/en.vtt,ok,1580 cues
queen-bee-1955,https://archivewatch.org/subs/queen-bee-1955/en.vtt,ok,1454 cues
Shock_623,https://archivewatch.org/subs/Shock_623/en.vtt,ok,851 cues
he-walked-by-night-1948_202405,https://archivewatch.org/subs/he-walked-by-night-1948_202405/en.vtt,ok,774 cues
strangers-in-the-night-1944_202307,https://archivewatch.org/subs/strangers-in-the-night-1944_202307/en.vtt,ok,718 cues
night-of-the-living-dead-colorized-1968,https://archivewatch.org/subs/night-of-the-living-dead-colorized-1968/en.vtt,ok,1052 cues
ThePassionOfJoanOfArc1928,https://archivewatch.org/subs/ThePassionOfJoanOfArc1928/en.vtt,ok,194 cues
gold-1974_202401,https://archivewatch.org/subs/gold-1974_202401/en.vtt,ok,1053 cues
gamera-tai-uchu-kaiju-bairasu-1968,https://archivewatch.org/subs/gamera-tai-uchu-kaiju-bairasu-1968/en.vtt,ok,733 cues
drive-a-crooked-road-1954-restored-movie-720p-hd,https://archivewatch.org/subs/drive-a-crooked-road-1954-restored-movie-720p-hd/en.vtt,ok,1169 cues
Dennis_OKeefe_Counterfeiters,https://archivewatch.org/subs/Dennis_OKeefe_Counterfeiters/en.vtt,ok,422 cues
OSB-49_The_Clown,https://archivewatch.org/subs/OSB-49_The_Clown/en.vtt,ok,252 cues
Betty_Mutton,https://archivewatch.org/subs/Betty_Mutton/en.vtt,ok,500 cues
slowestguninthewest1960,https://archivewatch.org/subs/slowestguninthewest1960/en.vtt,ok,1011 cues
You_Can_Change_The_World_-_1951-tv-documentary,https://archivewatch.org/subs/You_Can_Change_The_World_-_1951-tv-documentary/en.vtt,ok,507 cues
kansascityconfidencial,https://archivewatch.org/subs/kansascityconfidencial/en.vtt,ok,1378 cues
brain_that_wouldnt_die,https://archivewatch.org/subs/brain_that_wouldnt_die/en.vtt,ok,1011 cues
lost-horizon-1937-colorized,https://archivewatch.org/subs/lost-horizon-1937-colorized/en.vtt,ok,1377 cues
the-quatermass-xperiment,https://archivewatch.org/subs/the-quatermass-xperiment/en.vtt,ok,1082 cues
the-virginian_1929,https://archivewatch.org/subs/the-virginian_1929/en.vtt,ok,963 cues
sleepmylove1948,https://archivewatch.org/subs/sleepmylove1948/en.vtt,ok,1616 cues
bighouseu.s.a.1955_201909,https://archivewatch.org/subs/bighouseu.s.a.1955_201909/en.vtt,ok,1017 cues
12-to-the-moon,https://archivewatch.org/subs/12-to-the-moon/en.vtt,ok,862 cues
22-zatoichi-meets-the-one-armed-swordsman,https://archivewatch.org/subs/22-zatoichi-meets-the-one-armed-swordsman/en.vtt,ok,987 cues
1958-the-lineup-contrabando-don-siegel-vose,https://archivewatch.org/subs/1958-the-lineup-contrabando-don-siegel-vose/en.vtt,ok,1403 cues
if-i-were-king-1938,https://archivewatch.org/subs/if-i-were-king-1938/en.vtt,ok,1941 cues
how-funny-can-sex-be-sessomatto-1973,https://archivewatch.org/subs/how-funny-can-sex-be-sessomatto-1973/en.vtt,ok,768 cues
1955-the-desperate-hours-horas-desesperadas-william-wyler-vose,https://archivewatch.org/subs/1955-the-desperate-hours-horas-desesperadas-william-wyler-vose/en.vtt,ok,941 cues
before.-i.-hang.-1940,https://archivewatch.org/subs/before.-i.-hang.-1940/en.vtt,ok,794 cues
ulzanas-raid-1972_20251016,https://archivewatch.org/subs/ulzanas-raid-1972_20251016/en.vtt,ok,947 cues
the-bedford-incident-1965_202511,https://archivewatch.org/subs/the-bedford-incident-1965_202511/en.vtt,ok,1247 cues
messiah-of-evil-1974,https://archivewatch.org/subs/messiah-of-evil-1974/en.vtt,ok,668 cues
lassie-thetrial,https://archivewatch.org/subs/lassie-thetrial/en.vtt,ok,420 cues
The_Match_Game_Pilot,https://archivewatch.org/subs/The_Match_Game_Pilot/en.vtt,ok,540 cues
1946-06-13_Atom_Test_Nears,https://archivewatch.org/subs/1946-06-13_Atom_Test_Nears/en.vtt,ok,31 cues
jeannie-cartoon-series-e-03-the-great-ski-robbery,https://archivewatch.org/subs/jeannie-cartoon-series-e-03-the-great-ski-robbery/en.vtt,ok,432 cues
tobor01,https://archivewatch.org/subs/tobor01/en.vtt,ok,282 cues
Beverly_Hillbillies_Ep15_Jed_Rescues_Pearl,https://archivewatch.org/subs/Beverly_Hillbillies_Ep15_Jed_Rescues_Pearl/en.vtt,ok,192 cues
Beverly_Hillbillies_Ep20_Jed_Throws_A_WingDing,https://archivewatch.org/subs/Beverly_Hillbillies_Ep20_Jed_Throws_A_WingDing/en.vtt,ok,433 cues
DickTracyAndFlatTop,https://archivewatch.org/subs/DickTracyAndFlatTop/en.vtt,ok,465 cues
milenky-stareho-kriminalnika,https://archivewatch.org/subs/milenky-stareho-kriminalnika/en.vtt,ok,284 cues
Cyrano_DeBergerac_ipod,https://archivewatch.org/subs/Cyrano_DeBergerac_ipod/en.vtt,ok,1956 cues
whisky-galore,https://archivewatch.org/subs/whisky-galore/en.vtt,ok,915 cues
hell-and-high-water-1954,https://archivewatch.org/subs/hell-and-high-water-1954/en.vtt,ok,1010 cues
1941-the-face-behind-the-mask-la-mascara-de-fuego-robert-florey,https://archivewatch.org/subs/1941-the-face-behind-the-mask-la-mascara-de-fuego-robert-florey/en.vtt,ok,1050 cues
time-without-pity-1957,https://archivewatch.org/subs/time-without-pity-1957/en.vtt,ok,1318 cues
the-diary-of-a-chambermaid-1946_202508,https://archivewatch.org/subs/the-diary-of-a-chambermaid-1946_202508/en.vtt,ok,1011 cues
vij-eller-prastseminariets-likvaka-viy-1967,https://archivewatch.org/subs/vij-eller-prastseminariets-likvaka-viy-1967/en.vtt,ok,472 cues
BettyWhiteShow,https://archivewatch.org/subs/BettyWhiteShow/en.vtt,ok,482 cues
Robin_Hood_29_The_May_Queen,https://archivewatch.org/subs/Robin_Hood_29_The_May_Queen/en.vtt,ok,348 cues
1945-07-16_Jet_Planes_in_Action,https://archivewatch.org/subs/1945-07-16_Jet_Planes_in_Action/en.vtt,short,2 cues
1945-02-26_First_Pictures_Manila_Conquest,https://archivewatch.org/subs/1945-02-26_First_Pictures_Manila_Conquest/en.vtt,ok,46 cues
1936-11-09_Automobile_for_Cross-Country_Travel_Devised,https://archivewatch.org/subs/1936-11-09_Automobile_for_Cross-Country_Travel_Devised/en.vtt,short,3 cues
